ENTRY,AEL VRH bulk modulus,atomic formation enthalpy,space group,Pearson symbol,DATA
Ge4Ho4Mg2 [d5fbf49b996f3f8e],78.3658,-0.774356,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Ge4Mg2Y4 [4ca4848aaafe4dbb],72.8812,-0.796827,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Ge4O24Se8 [8c903411c184b735],51.6339,-1.31817,205 - Pa3,cP36,"[API, Out, JSON ]"
Ge4O8 [e22f5d71c7644345],231.547,-1.6718,205 - Pa3,cP12,"[API, Out, JSON ]"
Ge4O8 [b3fee2a933904fcf],218.279,-1.85275,60 - Pbcn,oP12,"[API, Out, JSON ]"
Ge4Zr4 [de91f60bf7c435c4],122.347,-0.806581,62 - Pnma,oP8,"[API, Out, JSON ]"
Ge6Y10 [b55b129750b661fc],70.829,-0.837017,193 - P63/mcm,hP16,"[API, Out, JSON ]"
Ge8 [0c8ccf8069907fe2],58.9656,0.140959,206 - Ia3,cI16,"[API, Out, JSON ]"
Ge8 [01a1f3fb30a91645],61.5626,0.009054,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Ge8Y6 [273c909f7818c460],77.5883,-0.8091,63 - Cmcm,oS28,"[API, Out, JSON ]"
Hf10Si6 [c727db055b8c7d56],141.178,-0.745139,193 - P63/mcm,hP16,"[API, Out, JSON ]"
Hf12P8 [7c1e09b806c06601],156.682,-1.19085,62 - Pnma,oP20,"[API, Out, JSON ]"
Hf1O2 [fa3bd3969b846c2b],252.028,-3.76925,225 - Fm3m,cF12,"[API, Out, JSON ]"
Hf1O3Pb1 [639f105c2bbf7f29],164.794,-2.81458,221 - Pm3m,cP5,"[API, Out, JSON ]"
Hf1O3Sr1 [904000e7545dbe41],162.856,-3.63519,221 - Pm3m,cP5,"[API, Out, JSON ]"
Hf2 [8a4aa93da3d0b620],109.909,-0.000597,194 - P63/mmc,hP2,"[API, Out, JSON ]"
Hf2Hg1 [f85891c2a99e5be2],113.932,-0.120832,139 - I4/mmm,tI6,"[API, Out, JSON ]"
Hf2O6Sr2 [916c338a6af163c5],153.68,-3.66201,140 - I4/mcm,tI20,"[API, Out, JSON ]"
Hf2O6Sr2 [9384ad572ebdb46b],153.918,-3.6554,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Hf2O8Si2 [88c9119ec9572f57],217.407,-3.49297,141 - I41/amd,tI24,"[API, Out, JSON ]"
Hf2Si4 [0403be53d36aa9ba],130.464,-0.56746,63 - Cmcm,oS12,"[API, Out, JSON ]"
Hf3 [816b586b7b4c0b59],109.227,0.043792,191 - P6/mmm,hP3,"[API, Out, JSON ]"
Hf4Ho4O14 [2abe19acdd8fcd02],171.933,-3.85967,227 - Fd3m,cF88,"[API, Out, JSON ]"
Hf4O12Sr4 [ab9b8e12b5f5854b],158.518,-3.66378,63 - Cmcm,oS40,"[API, Out, JSON ]"
Hf4O12Sr4 [3caf75d9979b3ab3],153.528,-3.66822,62 - Pnma,oP20,"[API, Out, JSON ]"
Hf4O14Y4 [868f500a39cc59bb],169.083,-3.84286,227 - Fd3m,cF88,"[API, Out, JSON ]"
Hf4O8 [f199dc9d57adb100],225.968,-3.71876,62 - Pnma,oP12,"[API, Out, JSON ]"
Hf4P2Sb2 [a3014ad7fdc77f18],123.36,-1.06763,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Hf4P4 [044ad6823da5aa39],144.941,-1.344,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Hf6Sb6 [a8e3352f2d4aba9f],100.852,-0.660506,63 - Cmcm,oS24,"[API, Out, JSON ]"
Hf6Si4 [a9b419dddfacc178],143.632,-0.80142,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Hg1Ho1 [28db322a7eae319f],70.2778,-0.486927,221 - Pm3m,cP2,"[API, Out, JSON ]"
Hg1Li1 [07f268d309e600b2],32.5667,-0.375153,221 - Pm3m,cP2,"[API, Out, JSON ]"
Hg1Mg1 [79a3ecfabd3d15de],46.5444,-0.219841,221 - Pm3m,cP2,"[API, Out, JSON ]"
Hg1O2Rb2 [62d74a601aac5fea],23.0911,-1.21258,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Hg1Se1 [58b9ed291d3d9da5],43.7667,-0.213095,216 - F43m,cF8,"[API, Out, JSON ]"
Hg1Se1 [d63b3d98960b8a00],58.9222,-0.052771,225 - Fm3m,cF8,"[API, Out, JSON ]"
Hg1Sr1 [147609474cf3a8d3],29.1111,-0.536789,221 - Pm3m,cP2,"[API, Out, JSON ]"
Hg1Te1 [c2384ec3a6ca5619],35.2611,-0.16916,216 - F43m,cF8,"[API, Out, JSON ]"
Hg1Te1 [180a54bb2831d9c4],47.8611,-0.015983,225 - Fm3m,cF8,"[API, Out, JSON ]"
Hg1Y1 [1f7c5feab515be03],66.4778,-0.513052,221 - Pm3m,cP2,"[API, Out, JSON ]"
Hg2Ho1 [8e405789ecfe31f7],67.5175,-0.377635,191 - P6/mmm,hP3,"[API, Out, JSON ]"
Hg2K2Sb2 [377117f4c7159f05],21.1094,-0.448949,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Hg2Mg1 [765c3aff754dfd99],43.1007,-0.123918,139 - I4/mmm,tI6,"[API, Out, JSON ]"
Hg2Pb2Sr2 [a9b549be5fa78145],34.088,-0.48129,186 - P63mc,hP6,"[API, Out, JSON ]"
Hg2Y1 [72a284b911cfd4a1],65.9158,-0.405537,191 - P6/mmm,hP3,"[API, Out, JSON ]"
Hg2Zr6 [afe8109d60c03bd9],107.094,-0.177071,223 - Pm3n,cP8,"[API, Out, JSON ]"
Hg33K3 [ac7610d35123f5c5],14.6389,-0.101839,221 - Pm3m,cP36,"[API, Out, JSON ]"
Hg33Rb3 [3a84e674e05ac4e6],14.3333,-0.11257,221 - Pm3m,cP36,"[API, Out, JSON ]"
Hg3Zr1 [a68e4529694aa07f],83.0389,-0.06221,221 - Pm3m,cP4,"[API, Out, JSON ]"
Hg4K2 [50b2883feb14cd6e],13.1689,-0.276642,74 - Imma,oI12,"[API, Out, JSON ]"
Hg4Mg8 [32c4782e84353cbc],47.8227,-0.205183,62 - Pnma,oP12,"[API, Out, JSON ]"
Hg4O14Sb4 [bc370dbba9251e37],149.528,-1.35526,227 - Fd3m,cF88,"[API, Out, JSON ]"
Hg4Sr12 [b194a22dbd1e7b74],15.9327,-0.284018,62 - Pnma,oP16,"[API, Out, JSON ]"
Hg4Sr6 [b6cf0b50f4b3e8e7],23.8286,-0.448316,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Hg6Mg10 [c70e54cbc7c388ab],44.508,-0.210118,193 - P63/mcm,hP16,"[API, Out, JSON ]"
Hg6Y2 [9d32b4eb523876c1],62.7056,-0.360074,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Hg6Y2 [df470b37da361912],61.9957,-0.360071,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Ho10Sb6 [8f9439cac1e1bff6],68.4001,-0.997908,193 - P63/mcm,hP16,"[API, Out, JSON ]"
Ho16O24 [cca0470a5e85e41d],144.876,-3.89256,206 - Ia3,cI80,"[API, Out, JSON ]"
Ho16O24 [0dbf333d56d49923],145.194,-3.89258,206 - Ia3,cI80,"[API, Out, JSON ]"
Ho1Mg1 [726d2384643098a1],41.5833,-0.0757165,221 - Pm3m,cP2,"[API, Out, JSON ]"
Ho1P1 [f19bc59154a5f3fc],87.6556,-1.66168,225 - Fm3m,cF8,"[API, Out, JSON ]"
Ho1Sb1 [b841f96236469afc],61.3611,-1.23318,225 - Fm3m,cF8,"[API, Out, JSON ]"
Ho1Se1 [39e2230d9b5ece5a],82.6611,-1.72517,225 - Fm3m,cF8,"[API, Out, JSON ]"
Ho1Te1 [17798e37f2678015],65.1611,-1.24721,225 - Fm3m,cF8,"[API, Out, JSON ]"
Ho1Tl1 [cdda0a8539ee985a],56.6444,-0.328547,221 - Pm3m,cP2,"[API, Out, JSON ]"
Ho1Tl3 [750354dbab6bfb90],49.15,-0.200976,221 - Pm3m,cP4,"[API, Out, JSON ]"
Ho2 [cfd5feaf28197208],42.971,-0.0001785,194 - P63/mmc,hP2,"[API, Out, JSON ]"
Ho2Si2 [1a66bdfe863db82b],92.5681,-0.83209,63 - Cmcm,oS8,"[API, Out, JSON ]"
Ho2Te4 [d9b7a62ca2362fdc],58.9661,-1.12797,129 - P4/nmm,tP6,"[API, Out, JSON ]"
Ho4Mg2Se8 [c4bedc78c6d48e69],52.6556,-1.70427,227 - Fd3m,cF56,"[API, Out, JSON ]"
Ho4Mg8 [55b23f1a73a19a46],42.6621,-0.0688177,194 - P63/mmc,hP12,"[API, Out, JSON ]"
Ho4Mg8 [8400a768e7283e62],42.6587,-0.0686377,194 - P63/mmc,hP12,"[API, Out, JSON ]"
Ho4Si4 [68acb772839a33f1],93.1009,-0.834661,62 - Pnma,oP8,"[API, Out, JSON ]"
Ho6Tl10 [095a60fa8ca0cf2e],53.4482,-0.276228,63 - Cmcm,oS32,"[API, Out, JSON ]"
Ho8Sb6 [99635f09727a0cd0],68.4611,-1.07398,220 - I43d,cI28,"[API, Out, JSON ]"
K1 [c45fd3cfd9ab3800],3.73333,0.001321,225 - Fm3m,cF4,"[API, Out, JSON ]"
K1 [3942a1cdbcb67731],3.88333,0.001046,229 - Im3m,cI2,"[API, Out, JSON ]"
K10Te6 [5b8c6ef02fe2db2a],14.8008,-0.9716,87 - I4/m,tI32,"[API, Out, JSON ]"
K12Sb4Se12 [c385ec02c7fa912e],12.8143,-1.00587,198 - P213,cP28,"[API, Out, JSON ]"
K12Sb4Te12 [d6e8878db8c79997],10.2813,-0.823209,198 - P213,cP28,"[API, Out, JSON ]"
K1Na2Sb1 [5d6d0cc05e18b116],19.95,-0.496022,225 - Fm3m,cF16,"[API, Out, JSON ]"
K2Li2Se2 [3133a8e5480f33b0],24.1404,-1.22322,129 - P4/nmm,tP6,"[API, Out, JSON ]"
K2O1 [9e183a9afc990944],27.45,-1.17654,225 - Fm3m,cF12,"[API, Out, JSON ]"
K2Se1 [3746bf32a1781888],15.8944,-1.11106,225 - Fm3m,cF12,"[API, Out, JSON ]"
K2Te1 [5a624ba9e35af61b],13.0667,-1.03415,225 - Fm3m,cF12,"[API, Out, JSON ]"
K3Sb1 [75e5a9c0265c43da],13.1278,-0.447173,225 - Fm3m,cF16,"[API, Out, JSON ]"
K4Na4Te4 [8d27db05a832e079],17.8722,-1.0119,62 - Pnma,oP12,"[API, Out, JSON ]"
K4O12Sb4 [e8c1ce861654b7ed],114.311,-1.91111,227 - Fd3m,cF80,"[API, Out, JSON ]"
K4O6Pb4 [1a4f8263ad0adfcc],21.1407,-1.46789,199 - I213,cI28,"[API, Out, JSON ]"
K5Pb24 [58f4471901eff079],30.5778,-0.107909,217 - I43m,cI58,"[API, Out, JSON ]"
K5Sb4 [129f24d8bdf2c435],14.982,-0.544928,12 - C2/m,mS18,"[API, Out, JSON ]"
K6Se6 [232b73a5e7e105bc],15.2688,-0.9532,189 - P62m,hP12,"[API, Out, JSON ]"
K8Si46 [bdffe76682314509],72.7056,-0.0179896,223 - Pm3n,cP54,"[API, Out, JSON ]"
K8Te12 [cf40cb0bd363aec2],15.0293,-0.72329,62 - Pnma,oP20,"[API, Out, JSON ]"
Li1Mg1P1 [96211fe3f6ead857],55.7611,-0.443724,216 - F43m,cF12,"[API, Out, JSON ]"
Li1Mg4Si2 [4842dd1381fd6937],48.4327,-0.095634,123 - P4/mmm,tP7,"[API, Out, JSON ]"
Li1Mg8Si4 [9dd7850f597773b5],52.5444,-0.127902,221 - Pm3m,cP13,"[API, Out, JSON ]"
Li1P1Sr1 [9e558bc257402650],41.9014,-0.929836,187 - P6m2,hP3,"[API, Out, JSON ]"
Li1Pb1 [a7b9a122dec417bf],34.0444,-0.276982,221 - Pm3m,cP2,"[API, Out, JSON ]"
Li1Tl1 [10844f99e3db9455],27.6556,-0.229295,221 - Pm3m,cP2,"[API, Out, JSON ]"
Li2 [5588568293d3f856],13.9884,0.000495,194 - P63/mmc,hP2,"[API, Out, JSON ]"
Li23Sr6 [9e7d5ff7423c0535],12.8167,-0.00158103,225 - Fm3m,cF116,"[API, Out, JSON ]"
Li2Mg1Pb1 [3649f800dc60563b],30.8333,-0.260075,225 - Fm3m,cF16,"[API, Out, JSON ]"
Li2Mg1Si1 [46b836dec2130b87],46.3222,-0.240837,216 - F43m,cF16,"[API, Out, JSON ]"
Li2Na1Sb1 [ffd8d4a125d06b15],29.8222,-0.637942,225 - Fm3m,cF16,"[API, Out, JSON ]"
Li2O1 [ebc85927767e092f],79.1389,-1.98237,225 - Fm3m,cF12,"[API, Out, JSON ]"
Li2P2Sr2 [d223febce8427b9d],44.3819,-1.00975,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Li2Se1 [01a70da6b0c35513],33.8722,-1.26684,225 - Fm3m,cF12,"[API, Out, JSON ]"
Li2Si4Y4 [ea3c4bf66a460e54],68.2414,-0.664234,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Li2Te1 [f237511d90939265],26.2556,-1.04041,225 - Fm3m,cF12,"[API, Out, JSON ]"
Li30Si8 [06dbe0fb8710b322],29.6569,-0.235592,220 - I43d,cI76,"[API, Out, JSON ]"
Li3Pb1 [493c1071c3127969],26.1722,-0.326266,225 - Fm3m,cF16,"[API, Out, JSON ]"
Li3Sb1 [03df7938ea1e3872],32.8667,-0.694825,225 - Fm3m,cF16,"[API, Out, JSON ]"
Li3Si3Y3 [c26493e7a28c7532],62.7917,-0.61622,189 - P62m,hP9,"[API, Out, JSON ]"
Li40Pb12 [082258cc457161b7],21.5111,-0.226039,215 - P43m,cP52,"[API, Out, JSON ]"
Li4Na4Te4 [a9111dde9eb7a8be],25.4256,-1.00077,62 - Pnma,oP12,"[API, Out, JSON ]"
Li4O10Si4 [dc8cef405f5df2c3],77.5072,-2.87966,37 - Ccc2,oS36,"[API, Out, JSON ]"
Li4O10Si4 [7f9d210e464274d6],76.8768,-2.88083,37 - Ccc2,oS36,"[API, Out, JSON ]"
Li4O12Sb4 [a26bbf21ddeb7256],105.324,-2.0186,52 - Pnna,oP20,"[API, Out, JSON ]"
Li4Sb4Sr4 [5af42c7746ab7767],33.7159,-1.03837,62 - Pnma,oP12,"[API, Out, JSON ]"
Li6P2 [53c0f8e8582ef973],39.7906,-0.72055,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Li84Si20 [15cc5b1e464811f1],31.0833,-0.2249,216 - F43m,cF416,"[API, Out, JSON ]"
Li8Mg4Si4 [2312999aeb86a11b],45.5556,-0.249646,215 - P43m,cP16,"[API, Out, JSON ]"
Li8O8Pb2 [49df2492bd59b040],66.2776,-1.81176,63 - Cmcm,oS36,"[API, Out, JSON ]"
Mg1 [fb28fd89869eb44d],46.1667,0.082466,229 - Im3m,cI2,"[API, Out, JSON ]"
Mg1O1 [23344abad821b348],152.389,-2.93458,225 - Fm3m,cF8,"[API, Out, JSON ]"
Mg1Se1 [be089f53605f184f],44.9722,-1.25741,216 - F43m,cF8,"[API, Out, JSON ]"
Mg1Se1 [7625072d0374ea4b],61.7167,-1.24363,225 - Fm3m,cF8,"[API, Out, JSON ]"
Mg1Sr1 [6f4dc5d5578106a5],20.2667,-0.0579245,221 - Pm3m,cP2,"[API, Out, JSON ]"
Mg1Te1 [2b705b860e8d18c0],34.0333,-0.878853,216 - F43m,cF8,"[API, Out, JSON ]"
Mg1Te1 [634010f2eadb562d],46.4833,-0.814985,225 - Fm3m,cF8,"[API, Out, JSON ]"
Mg1Tl1 [f6fa0908a0c1314a],35.3944,-0.0343335,221 - Pm3m,cP2,"[API, Out, JSON ]"
Mg1Y1 [582d36d531b92b8c],41.4889,-0.108911,221 - Pm3m,cP2,"[API, Out, JSON ]"
Mg24P16 [f5bac4598707735a],57.55,-0.705867,206 - Ia3,cI80,"[API, Out, JSON ]"
Mg24Sb16 [e48de1a24c1a2400],38.059,-0.46991,206 - Ia3,cI80,"[API, Out, JSON ]"
Mg2O12Sb4 [e69027ae6de22ce9],163.611,-2.11651,136 - P42/mnm,tP18,"[API, Out, JSON ]"
Mg2O2 [5af53ce262d3c5cc],124.948,-2.89722,194 - P63/mmc,hP4,"[API, Out, JSON ]"
Mg2O2 [0bd59707063477ec],112.378,-2.86162,186 - P63mc,hP4,"[API, Out, JSON ]"
Mg2O6Si2 [e93b29409f63fff3],199.665,-2.82983,63 - Cmcm,oS20,"[API, Out, JSON ]"
Mg2Pb1 [1099c86fed89ce26],35.1833,-0.0631057,225 - Fm3m,cF12,"[API, Out, JSON ]"
Mg2Se2 [6a4f443cf74c4d29],45.4159,-1.26191,186 - P63mc,hP4,"[API, Out, JSON ]"
Mg2Se8Y4 [3a3a58a5748e494d],51.8944,-1.71162,227 - Fd3m,cF56,"[API, Out, JSON ]"
Mg2Si1 [5b5f6e28c8f6fcae],55.4778,-0.182327,225 - Fm3m,cF12,"[API, Out, JSON ]"
Mg2Te2 [66546a108e411f5b],34.2454,-0.879139,186 - P63mc,hP4,"[API, Out, JSON ]"
Mg2Te2 [f671deec8391edf1],46.6749,-0.83154,194 - P63/mmc,hP4,"[API, Out, JSON ]"
Mg3Tl3Y3 [ef38f4ae340f3eab],54.296,-0.352927,189 - P62m,hP9,"[API, Out, JSON ]"
Mg4O12Se4 [5c15618551d7a263],79.5289,-1.88355,62 - Pnma,oP20,"[API, Out, JSON ]"
Mg4O12Si4 [fe60676520725e77],229.067,-2.87433,62 - Pnma,oP20,"[API, Out, JSON ]"
Mg4O8 [6c69c254c7f8cd4b],127.996,-1.99878,205 - Pa3,cP12,"[API, Out, JSON ]"
Mg4O8Si2 [5919341cd70d27f4],174.122,-3.01225,227 - Fd3m,cF56,"[API, Out, JSON ]"
Mg4O8Si2 [45ac1f4e78abcb1a],113.087,-3.02129,164 - P3m1,hP14,"[API, Out, JSON ]"
Mg4Se8 [0646390e435418ab],50.2973,-0.835332,205 - Pa3,cP12,"[API, Out, JSON ]"
Mg4Si2 [e1275c41d8108b17],43.3333,0.408141,227 - Fd3m,cF24,"[API, Out, JSON ]"
Mg4Si2 [a607f27fa6c48822],55.7237,-0.00774267,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Mg4Si4Sr4 [f042ff3e31d7288b],43.3882,-0.398116,62 - Pnma,oP12,"[API, Out, JSON ]"
Mg4Te8 [4564d244919c96c2],37.9511,-0.57949,205 - Pa3,cP12,"[API, Out, JSON ]"
Mg6O6 [a23abd0165680631],93.4556,-2.79874,223 - Pm3n,cP12,"[API, Out, JSON ]"
Mg6P4 [e6d01b791d361e77],57.4444,-0.518463,224 - Pn3m,cP10,"[API, Out, JSON ]"
Mg8O8 [6599d22a3b426897],111.955,-2.85937,72 - Ibam,oI32,"[API, Out, JSON ]"
Mg8Sr4 [cc3163414e93c3fa],25.5269,-0.10648,194 - P63/mmc,hP12,"[API, Out, JSON ]"
Na1 [c3ff1f234732327a],9.25,0.002453,229 - Im3m,cI2,"[API, Out, JSON ]"
Na12Sb4Se12 [30b515df88e0033e],19.1464,-0.875628,198 - P213,cP28,"[API, Out, JSON ]"
Na12Sb4Te12 [d9b6cf00722ac4b8],14.5051,-0.674576,198 - P213,cP28,"[API, Out, JSON ]"
Na2 [cea75a0f94945ef0],9.12427,0.0024655,194 - P63/mmc,hP2,"[API, Out, JSON ]"
Na2O1 [74c981a95255f67e],47.15,-1.36588,225 - Fm3m,cF12,"[API, Out, JSON ]"
Na2O4 [2d7e4e8b51a2f707],32.473,-1.09879,58 - Pnnm,oP6,"[API, Out, JSON ]"
Na2Se1 [5477ab0c5a3ac253],25.5444,-1.07388,225 - Fm3m,cF12,"[API, Out, JSON ]"
Na2Te1 [90eddf11eef225fb],20.2667,-0.937328,225 - Fm3m,cF12,"[API, Out, JSON ]"
Na3P3Sr3 [5f913b905a1c9b04],38.6656,-0.831857,189 - P62m,hP9,"[API, Out, JSON ]"
Na3Sb1Se4 [42a77aaae3125103],19.4944,-0.761478,217 - I43m,cI16,"[API, Out, JSON ]"
Na4O12Sb4 [89615efc0a0dfb77],112.872,-1.91188,227 - Fd3m,cF80,"[API, Out, JSON ]"
Na4O12Sb4 [281cba5a24b471e7],128.284,-1.87435,62 - Pnma,oP20,"[API, Out, JSON ]"
Na6O5Pb1 [43ec207d8008a59f],60.7226,-1.47855,107 - I4mm,tI24,"[API, Out, JSON ]"
Na6P2 [ef00d5055a972435],26.701,-0.362994,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Na6Sb2 [917b743bc2ffbebf],20.6313,-0.498733,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Na8Si46 [71d613f278694be9],75.6778,0.000883167,223 - Pm3n,cP54,"[API, Out, JSON ]"
O12Pb4Sr4 [c09a3d9047303b44],105.298,-2.01133,62 - Pnma,oP20,"[API, Out, JSON ]"
O12Sb8 [2f95594a0e4b2868],11.5056,-1.6897,227 - Fd3m,cF80,"[API, Out, JSON ]"
O12Sb8 [b4d0bb1d8131888b],12.1056,-1.68973,227 - Fd3m,cF80,"[API, Out, JSON ]"
O12Se4Sr4 [18f40e64a0a7b1c3],47.9517,-2.16906,62 - Pnma,oP20,"[API, Out, JSON ]"
O12Si6 [5ff559d0c1cac4cd],83.1163,-3.07777,194 - P63/mmc,hP18,"[API, Out, JSON ]"
O14Pb4Sb4 [6f7b1c9a0527f360],131.95,-1.62164,227 - Fd3m,cF88,"[API, Out, JSON ]"
O14Y4Zr4 [574859fb725b71ef],160.711,-3.6951,227 - Fd3m,cF88,"[API, Out, JSON ]"
O1Pb1Sr3 [b3ad9a78aad79889],40.85,-1.54897,221 - Pm3m,cP5,"[API, Out, JSON ]"
O1Rb2 [ed5547e7e4115236],22.7389,-1.06108,225 - Fm3m,cF12,"[API, Out, JSON ]"
O1Sr1 [e5529db498f2af80],84.7444,-2.95772,225 - Fm3m,cF8,"[API, Out, JSON ]"
O24Si12 [c349dabcb8dd9e42],59.3649,-2.88066,195 - P23,cP36,"[API, Out, JSON ]"
O24Tl16 [d53b439bbbbad9b9],107.336,-0.956675,206 - Ia3,cI80,"[API, Out, JSON ]"
O24Y16 [a4c5261944e5f507],137.576,-3.82474,206 - Ia3,cI80,"[API, Out, JSON ]"
O24Y16 [d4d11970ae4cf3d4],137.853,-3.82475,206 - Ia3,cI80,"[API, Out, JSON ]"
O28P8Si4 [24975174dd11fbb9],136.245,-2.59601,205 - Pa3,cP40,"[API, Out, JSON ]"
O28P8Zr4 [5cb9a9df0e7ab68a],129.516,-2.95305,205 - Pa3,cP40,"[API, Out, JSON ]"
O2Pb1 [ae06258781b58bdb],133.589,-1.03192,225 - Fm3m,cF12,"[API, Out, JSON ]"
O2Pb2 [8e1df3004e6ef769],20.4054,-1.3502,129 - P4/nmm,tP4,"[API, Out, JSON ]"
O2Rb1 [b859d5fa2793bbf1],20.6437,-1.15751,139 - I4/mmm,tI6,"[API, Out, JSON ]"
O2Rb2 [aab32adb95974548],25.1382,-1.2238,71 - Immm,oI8,"[API, Out, JSON ]"
O2Sr1 [3a8b7ba885be1cf7],74.7971,-2.18264,139 - I4/mmm,tI6,"[API, Out, JSON ]"
O2Zr1 [50c9df791c600123],233.528,-3.5829,225 - Fm3m,cF12,"[API, Out, JSON ]"
O2Zr6 [5c347009c594310f],131.946,-1.48231,182 - P6322,hP8,"[API, Out, JSON ]"
O3Pb1Zr1 [d6855b652e1d45f7],155.322,-2.64911,221 - Pm3m,cP5,"[API, Out, JSON ]"
O3Sr1Zr1 [c4132aed04864439],151.761,-3.46253,221 - Pm3m,cP5,"[API, Out, JSON ]"
O4 [02f1cbf29c0e74f4],19.5204,-0.312469,194 - P63/mmc,hP4,"[API, Out, JSON ]"
O4Si2 [76baad772c7333df],145.917,-3.09175,227 - Fd3m,cF24,"[API, Out, JSON ]"
O4Si2 [4f902b3d58a95155],270.112,-2.90741,136 - P42/mnm,tP6,"[API, Out, JSON ]"
O4Te2 [33ab67cfa7668558],144.156,-1.10602,136 - P42/mnm,tP6,"[API, Out, JSON ]"
O6Sr2Zr2 [e761ff1ae278f803],143.686,-3.50508,140 - I4/mcm,tI20,"[API, Out, JSON ]"
O6Sr2Zr2 [8c4b81ad5f96cb5c],142.53,-3.50508,140 - I4/mcm,tI20,"[API, Out, JSON ]"
O8P2Y2 [a27222d0173e5065],133.413,-3.33577,141 - I41/amd,tI24,"[API, Out, JSON ]"
O8Pb2Sr4 [672a0932ff5a3a05],90.5778,-2.32945,55 - Pbam,oP14,"[API, Out, JSON ]"
O8Si2Zr2 [16bf6a36c052299d],204.872,-3.39618,141 - I41/amd,tI24,"[API, Out, JSON ]"
O8Si2Zr2 [9a7322a9c8589a25],221.019,-3.31653,88 - I41/a,tI24,"[API, Out, JSON ]"
O8Si4 [4cd8887372aa0edb],309.818,-2.53152,205 - Pa3,cP12,"[API, Out, JSON ]"
O8Si4 [8f9bf20dda6f77e7],66.388,-2.95418,98 - I4122,tI24,"[API, Out, JSON ]"
O8Si4 [ef608315232ac5d9],50.1406,-2.92702,24 - I212121,oI24,"[API, Out, JSON ]"
O8Si4 [e38965ef50bb8383],291.813,-2.84897,60 - Pbcn,oP12,"[API, Out, JSON ]"
O8Zr4 [ea71a50e2d165d75],194.096,-3.65194,14 - P21/c,mP12,"[API, Out, JSON ]"
O8Zr4 [5f3bb43836dab3b3],152.983,-3.62377,60 - Pbcn,oP12,"[API, Out, JSON ]"
O8Zr4 [70a7a83f10a766bc],217.102,-3.54881,62 - Pnma,oP12,"[API, Out, JSON ]"
P1 [57cecbf3dc26e974],104.172,0.052605,221 - Pm3m,cP1,"[API, Out, JSON ]"
P1Tl1 [d53b5190863cc376],46.5556,0.171547,216 - F43m,cF8,"[API, Out, JSON ]"
P1Y1 [916e0611d77b56f6],85.2611,-1.67164,225 - Fm3m,cF8,"[API, Out, JSON ]"
P1Zr1 [7068d67e97f2ca12],136.094,-1.37495,225 - Fm3m,cF8,"[API, Out, JSON ]"
P2Sb2Zr4 [cc641efaedc2dc1f],113.467,-1.21848,194 - P63/mmc,hP8,"[API, Out, JSON ]"
P4 [04b2492d8ca90912],113.206,0.0526125,221 - Pm3m,tP4,"[API, Out, JSON ]"
P4 [78fd653f68b2e2a8],114.011,0.070169,221 - Pm3m,tP2,"[API, Out, JSON ]"
P4Zr4 [cb432b9c96163d15],135,-1.4243,194 - P63/mmc,hP8,"[API, Out, JSON ]"
P6Sr6 [58fb9512679028ef],44.8799,-1.09236,189 - P62m,hP12,"[API, Out, JSON ]"
P8Si4 [e851bd6b6c7d5b51],110.159,-0.167482,205 - Pa3,cP12,"[API, Out, JSON ]"
Pb1Se1 [fc52354a1b50ff61],47.7222,-0.567835,225 - Fm3m,cF8,"[API, Out, JSON ]"
Pb1Se1 [37d22335d6f94c61],50.8611,-0.329028,221 - Pm3m,cP2,"[API, Out, JSON ]"
Pb1Te1 [dcdbde34e53a534d],39.4722,-0.408348,225 - Fm3m,cF8,"[API, Out, JSON ]"
Pb1Te1 [bb46abee42773b80],42.2889,-0.180913,221 - Pm3m,cP2,"[API, Out, JSON ]"
Pb2Te6Tl8 [77324d52cb5156a4],27.6557,-0.329323,140 - I4/mcm,tI32,"[API, Out, JSON ]"
Pb4Sr8 [037533a6eb09be9b],22.702,-0.548825,62 - Pnma,oP12,"[API, Out, JSON ]"
Pb4Y2 [3a49575b9b567100],53.3937,-0.393155,63 - Cmcm,oS12,"[API, Out, JSON ]"
Rb1 [a16df87dec15ee9c],3.15,0.0005,229 - Im3m,cI2,"[API, Out, JSON ]"
Rb12Sb4Se12 [af26684c8e0291fc],12.0881,-0.999733,198 - P213,cP28,"[API, Out, JSON ]"
Rb2Se1 [bc2372a6d49f86aa],13.8333,-1.06764,225 - Fm3m,cF12,"[API, Out, JSON ]"
